contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
762,7076.0,"['experimental facility', 'hamster cage']","['A mouse is conducting a hamster wheel experiment with other mice. The mouse is also talking to a turtle .', 'There are mice on hamster wheels running. A turtle is talking to a mouse. The mouse has a paper.', 'A rat is talking to a turtle. There are a number of exercise wheels in the background with other rats on them.']","['The rat is holding a clipboard and standing upright.', 'Mice do not conduct experiments. Mice are known to be tested on.', ""The mouse is reading a paper and talking to a turtle. Animals can't talk.""]","['https://en.wikipedia.org/wiki/Mouse', 'https://en.wikipedia.org/wiki/Turtle', 'https://en.wikipedia.org/wiki/Tortoise', 'https://en.wikipedia.org/wiki/Hamster_wheel']","['Why is the mouse conducting the experiment?', 'What is he saying to the turtle?', 'Why is the turtle and mouse talking?']","“First, let me bring you up to speed.”",“We’re really looking for someone with more lab experience.”,2021-03-01,901611
763,9007.0,"['a gas station', 'gas station']","['There is a huge hot dog mobile outside a building. A man is talking to a person there.', 'Two men are talking in front of a giant hot dog mobile, which is the only thing colored in. They are at what appears to be a gas station.', 'In front of a gas station there is a gas station employee holding up a dip stick while talking to a lady. They are both standing in front of a giant hotdog shaped and painted vehicle. The employee is talking while the vehicle owner listens.']","['A hot dog car is outside, which is weird.', 'The vehicle at the station is very unusual, and it is the only object in color.', 'It is unusual that a vehicle would have the shape and color of a hotdog.']","['https://en.wikipedia.org/wiki/Customer', 'https://en.wikipedia.org/wiki/Hot_dog', 'https://en.wikipedia.org/wiki/Oscar_Mayer', 'https://en.wikipedia.org/wiki/Wienermobile']","['Why is the hot dog car colored in?', 'Why is there a huge hot dog mobile here?', 'What is the employee saying?']",“You can use the loaner corn dog while you wait. Can you drive a stick?”,"“So, when did the ‘check mustard’ light come on?”",2021-03-08,889556
764,,,,,,,"“If you're from Uber Eats, just sprinkle it in.”",“I hope you’ve come to change the water.”,2021-03-15,665368
765,,,,,,,“It was then that Marcus realized that his message in a bottle requesting beer and ice may have contained a single yet crucial typo.”,“I know how you feel. This used to be Florida.”,2021-03-22,763962
766,,,,,,,"“Well played, Fran. The tuba will be gone by morning.”",“I sent my wife up an hour ago about the noise. Have you seen her?”,2021-03-29,731238
767,,,,,,,“You seem really nice - most of the guys I date are clowns.”,"“Now, if you'll just yank away the tablecloth.”",2021-04-05,768653
768,,,,,,,“Don't tell me you ordered from White Castle again.”,"""Winner gets the knight.""",2021-04-12,779519
769,,,,,,,"“Trying to make it feel more like Amazon. I mean, the Amazon.”","""His favorite book is 'A Farewell to Arms,' so don't get too close.""",2021-04-19,921031
770,,,,,,,"“I guess ""trail lawyer"" wasn't a typo after all.”",“I guess I misunderstood when you said your legal problems were behind you.”,2021-04-26,531879
771,,,,,,,“Three more dollars and we can order a pizza.”,“Don’t worry about it—I wasn't going to say yes anyway.”,2021-05-03,616562
772,,,,,,,“This isn't what I meant when I said to go towards the light.”,“This isn’t what I meant when I said to go toward the light.”,2021-05-10,696835
773,,,,,,,“„.dnos ǝɥʇ ɹǝpɹo ʇ’uoᗡ„”,“We should’ve ordered our drinks straight up.”,2021-05-17,664281
774,,,,,,,"“O, hi Carol. I didn't expect it would be an ex that marked the spot.”","“By any chance, are you sitting on a large X?”",2021-05-24,793193
775,,,,,,,“Can’t believe we’re opening for Genesis.”,“Can’t believe we’re opening for Genesis.”,2021-05-31,837648
776,,,,,,,"“He hasn't proposed yet, but he did give me a written estimate.”",“Most people only have roadside assistance.”,2021-06-07,695826
777,,,,,,,“Amazon accidentally sent two.”,“It works fine—we’re just no longer a nuclear family.”,2021-06-14,795026
778,,,,,,,“It’s the closest Texas would let us get to sex ed.”,"""Don't sell him short. He did solve that crossing-the-road thing.""",2021-06-21,743889
779,,,,,,,“I don't ask you how you squeezed into that sweater.”,"“Technically, the fish is still in the bowl.”",2021-06-28,701175
780,,,,,,,“Sink or swim is nothing. Be glad you weren't here when the corporate culture was dog eat dog.”,"“Apparently, I was mistaken. He’s not in over his head.”",2021-07-05,783928
781,,,,,,,“Where do you see yourself in five seconds?”,“I so rarely meet a person of your calibre.”,2021-07-12,784246
782,,,,,,,“I really don't need two more men in my life who never talk.”,“Just pretend to give them your wallet.”,2021-07-19,682543
783,,,,,,,“What makes you think he just wants you as something on the side ?”,“And how did being left on the plate make you feel?”,2021-07-26,771572
784,,,,,,,“George quickly realized he ordered from the wrong Amazon.”,“Mind if I read over your shoulder? I have trouble turning pages.”,2021-08-02,1225039
785,,,,,,,"“Come out with your hands up, wrists straight, fingers gently curved!”",“Looks like somebody needs to be taught a lesson.”,2021-08-09,425704
786,,,,,,,“This is the homework your son alleges my client ate.”,“My client is prepared to walk.”,2021-08-16,1076445
787,,,,,,,“Of course I’m living in the past. Have you seen the present?!”,“These should help me approach your father on his own level.”,2021-08-23,683875
788,,,,,,,“You should have done that before you put it on.”,"""Ideal for parties with no atmosphere.""",2021-08-30,815462
789,,,,,,,“Do you have to come in here every time I turn on the light?”,“Do you have to come in here every time I turn on the light?”,2021-09-06,447322
790,,,,,,,“You take a left at these lights. Go the the next junction. Spin around 10 times. Hit the wall. Then reverse back about 10 feet and it should be on your left.”,“The dealer said it scored high in crash tests.”,2021-09-13,848102
791,,,,,,,“I’m pretty sure I wasn’t their first choice.”,“It’s got an indoor tree.”,2021-09-20,910349
792,,,,,,,"“It seems someone else wrote a song called ""HELP""”","“So far, it looks like no one is coming to the recital.”",2021-09-27,782090
793,,,,,,,“Teach a bear to shop and he will never have to fish again.”,“No bag. Just toss it in the air.	”,2021-10-04,710753
794,,,,,,,“I told you no lawyer on earth would take our case.”,"“Oh, no! They’re returning him.”",2021-10-11,683122
795,,,,,,,"“His last words were ""I hope this goes straight to her hips.""”",“From the gentleman at the bar.”,2021-10-18,738467
796,,,,,,,“Turns out they only check to see if you return the shoes.”,“Turns out they only check to see if you return the shoes.”,2021-10-25,660223
797,,,,,,,“Is this a Middle Age crisis?”,"“We can all hear you snoring in there, Steve.”",2021-11-01,757281
798,,,,,,,"“Sure, call Roadside Assistance. The more, the merrier.”","“Don’t worry, you'll be running in no time.”",2021-11-08,698173
799,,,,,,,"“..... and that's when she said, 'It's me or the cat.”","“I thought you’d like to try it, instead of just knocking it off the counter.”",2021-11-15,1081898
800,,,,,,,“We're hoping to see more of him as the season goes on!”,“Now they’ll never know who’s on first.”,2021-11-22,760341
801,,,,,,,“What do you mean I don’t have time for another game?”,“I thought you’d be better at the endgame.”,2021-11-29,562261
802,,,,,,,“It was so much easier when everyone was still working from home.”,“We usually don’t deliver above Eighty-second Street.”,2021-12-06,724844
803,,,,,,,“It’s like new. The previous owner preferred the box it came in.”,"“O.K., I’ll grab some crayons and get started on the paperwork.”",2021-12-13,810305
804,,,,,,,“You're home early.”,“You really want to add a kid to all this?”,2021-12-20,656353
805,,,,,,,“When we were dating he climbed a skyscraper for me—now I can’t even get him to take out the garbage.”,“I think he's been seeing the woman upstairs.”,2021-12-27,734195
806,,,,,,,“The castle looked bigger on Zillow.”,“Don’t you hate it when sand gets in your suit?”,2022-01-03,702174
807,,,,,,,“We use the males as a control group - they never ask for directions.”,“The hardest part was teaching him to use the hedge trimmers.”,2022-01-10,581998
808,,,,,,,"“Yeah, Florida was just getting too weird for us.”",“We thought we’d try a flying object they could identify.”,2022-01-17,892788
809,,,,,,,“Once the kids move out it'll get easier”,“Why don’t you ever leave the house?”,2022-01-24,665583
810,,,,,,,"“Once you press your floor number, he'll never forget.”","“Actually, everybody wants to talk about it.”",2022-01-31,787880
811,,,,,,,“I told the aquarium we''ll be working remotely from now on.”,"“A few more years, and all this will be ours.”",2022-02-07,635882
812,,,,,,,"“Pleasing people is all I know, but you wouldn't understand.”",“You wouldn’t understand. I need people to like me.”,2022-02-14,700760
